address,location,price,publish_time,room_area,room_img,room_infos,room_layout,room_orientation,room_url,surrounding_desc,title
水木光华,"104.015791,30.668989",8600,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_O8HthnjqV.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_oka842nUg.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_MC1ni4IB0.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_4hnyhq8tS.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_UNUtJDIjM.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_L3zMmYqsa.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_BUaZwy2QW.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_IBmj9JIfa.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_xDbclPhkA.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：168.09㎡,朝向：南,维护：3天前,入住：随时入住,楼层：高楼层/11层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：暂无数据,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2751447123232309248.html,,"
        整租·水木光华 6室2厅 南              "
清凤时代城,"104.051318,30.563671",3200,房源维护时间：2021-06-05,,"https://image1.ljcdn.com/110000-inspection/apc_EUThrSZdP_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/apc_LV55xGLKQ_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/apc_H9nyKp1SP_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_E067RV2xH_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://p.ljcdn.com/v0/hdic.t_s/hdic-frame/standard_fe5586df-bd97-4004-a98e-20f29755f05c.png","基本信息,面积：75.07㎡,朝向：东,维护：4天前,入住：随时入住,楼层：低楼层/32层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：暂无数据,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2751984121055559680.html,【房源亮点】此房家具家电齐 ，装修整洁阳光，房子采光好，通风好，，阳光简洁， 温馨提示：可以点击我的头像进入主页，查看更多相似的房源【周边配套】门口就是成都七中高新校区， 吃饭有峰云街，汇锦街 边有铁像寺水街、大源公园、锦城公园【小区介绍】清凤时代城地处高新区大源板块，荣华北路69号，2016年12月交房，占地面积39590平，建筑面积462649平。开发商：化工控股集团，物业公司：戴德梁行，物业费2.5元平，总户数1092户，容积2.4，绿化15％。有安保24小时值班,"
        整租·清凤时代城 2室2厅 东              "
保利星荟,"104.052338,30.552176",2800,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_jb6Lo9HAq.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ZNo5rrooJ.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_FlnVZ6KhS.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_aT890Zius.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_lTuR8A4nN.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_2Iepw1ZB0.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_uYg6X1N5e.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_nJK3HF1L8.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：45.00㎡,朝向：南,维护：3天前,入住：随时入住,楼层：低楼层/30层,电梯：有,车位：暂无数据,用水：商水,用电：商电,燃气：无,采暖：暂无数据,租期：暂无数据,
                
,看房：一般下班后可看,
                
",,,https://cd.lianjia.com/zufang/CD2751455260366348288.html,【房源亮点】电费民用标准，自己直接在网上交（目前是0.52元/度起步）。小面积精装公寓给你一个温馨的家，房东配置的很细心很齐全，直接可以入住。开发商是保利地产，品质有保障，小区配套成熟。【户型介绍】标准一室一厅，大源精装标间，户型方正，无浪费，通风好，利用空间大，可直接入住。【周边配套】地铁五号线大源站，距离大源公园313米（距离数据来源于高德地图），购物有世豪广场574米，伊藤730米、麦德龙1000、银泰城1500米，休闲娱乐有铁像寺水街、汇锦城美食街，出行方便，剑南大道、益州大道、天府大道、天府一、二、三、四、五街。,"
        整租·保利星荟 1室1厅 南              "
金鹏雅舍,"104.093216,30.692559",2300,房源维护时间：2021-05-27,,"https://image1.ljcdn.com/110000-inspection/pc0_gSLIKdf1w.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_lAwp75IJj.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_CGiWzB3Ct.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_aAyWSqLWl.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_q6Ucw5W6f.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_2wPpyQ7BM.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_cIy68kQvK.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：85.15㎡,朝向：东南,维护：13天前,入住：随时入住,楼层：中楼层/11层,电梯：有,车位：租用车位,用水：暂无数据,用电：暂无数据,燃气：有,采暖：暂无数据,租期：2年以内,
                
,看房：一般下班后可看,
                
",,,https://cd.lianjia.com/zufang/CD2752131561527975936.html,,"
        整租·金鹏雅舍 2室1厅 东南              "
保利星荟,"104.052338,30.552176",2700,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_u0bzHqXjl.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_KVlcEa5AX.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_4Y7g8zw4P.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_FDWUzbz6x.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_xi7H1pvA3.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：50.00㎡,朝向：南,维护：3天前,入住：随时入住,楼层：中楼层/30层,电梯：有,车位：暂无数据,用水：商水,用电：商电,燃气：无,采暖：暂无数据,租期：暂无数据,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2752133978218831872.html,,"
        整租·保利星荟 1室1厅 南              "
华宇旭辉锦绣广场,"104.170664,30.709361",1650,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_PmgLBC3uB.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_8c2dcRdUq.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_CO0A581jX.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_s5Su0LeNx.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_3BRNB0jHX.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：39.00㎡,朝向：东,维护：3天前,入住：随时入住,楼层：中楼层/34层,电梯：有,车位：暂无数据,用水：商水,用电：商电,燃气：无,采暖：暂无数据,租期：暂无数据,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2752268414100701184.html,,"
        整租·华宇旭辉锦绣广场 1室1厅 东              "
金林俊景,"104.014503,30.656988",3200,房源维护时间：2021-06-05,,"https://image1.ljcdn.com/110000-inspection/pc0_JjKlrkT2l_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_cWzpfaQWO_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_7aiS2gjeu_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/apc_5F0d5oRwI_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_6kpHYINw2_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://p.ljcdn.com/v0/hdic.t_s/hdic-frame/standard_f3fc6885-63f7-463f-9f6c-b04365342ff5.png","基本信息,面积：89.60㎡,朝向：南,维护：4天前,入住：随时入住,楼层：低楼层/17层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：2年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2751554688766705664.html,【装修描述】装修全齐，拎包入住的套三，小区地铁口近，生活便利，客厅带外开阳台，卧室带飘窗。【交通出行】小区一号二号门都是出门就是七号线龙爪堰站出入口，小区门口公交站也只有几十米【小区介绍】小区是2010年的小区，开发商是浩林实业 ， 物管费1.9元/平米/每月 物管名称;银林物业 小区一共五栋 这个单元是两梯4户 地下有地下停车场 人车分流小区一号二号门都是出门就是七号线龙爪堰站出入口，小区门口公交站也只有几十米。,"
        整租·金林俊景 3室1厅 南              "
保利天悦,"104.088721,30.622587",4500,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_TMsikCAnL.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Hzp48iGfs.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_xEm13T6oM.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_t3y34UQxN.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_iCLNYYkNU.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_P2pasp52n.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_7ta2fuER1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：68.00㎡,朝向：南,维护：3天前,入住：随时入住,楼层：低楼层/41层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：暂无数据,租期：3年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2751506179669622784.html,"【交通出行】离小区100米左右有多条公交线路,比如：55路、62路、49路、快速公交等，交通相对便利一些，出行方便，道路宽敞,交通出行方便，适合上班人群(数据来源于百度地图)；【周边配套】距离小区100米左右有多条公交线路,比如：55路、62路、49路、快速公交等，交通相对便利嘉城新悦物业管理有限公司，物业费为3.2元/平米/月。便利，方圆500米以内有家乐福超市、泛悦MALL（数据来源于百度地图【小区介绍】离小区100米左右有多条公交线路,比如：55路、62路、49路、快速公交等，交通相对便利一些，出行方便，道路宽敞,交通出行方便，适合上班人群(数据来源于百度地图)；","
        整租·保利天悦 1室1厅 南              "
银沙北街58号院,"104.04902,30.703373",2200,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc1_VD4y4zBwR.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_nlKSGomnS.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ZWiOpP2hW.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Qz2rfl3tM.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_NTeuMuwN9.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ZDNBVUKff.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_jCCVB1Yic.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：79.61㎡,朝向：东南,维护：3天前,入住：随时入住,楼层：中楼层/7层,电梯：无,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2785534761873965056.html,【房源亮点】房子价格美丽，出门有小吃街，交通出行比较方便有一个光荣音乐幼儿园距离200米（数据来自百度地图）。【装修描述】标准套三，房子的装修一般，卧室比较大，每个卧室都有空调，每个卧室都有阳台。高楼层采光不错【周边配套】小区楼下就是7号线花照壁地铁口，房子距离交大凯德广场400米（数据来自百度地图）。房子距离西宸天街500米（数据来自百度地图）。房子距离成都第四人民医院600米，（数据来自百度地图）,"
        整租·银沙北街58号院 3室1厅 东南              "
华润国际社区,"104.197164,30.574082",1800,房源维护时间：2021-06-05,,"https://image1.ljcdn.com/110000-inspection/pc0_6e8fee3Dp.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_XcPfMZqhj.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_qxDdOSxDv.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_MHXv9e8WV.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_kaYNCIgnD.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_N2j8CueLg.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ANcDcDFga.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_nIvvC17Ia.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Rwo2MmTn3.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_NAEn5qCKI.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：77.74㎡,朝向：南,维护：4天前,入住：随时入住,楼层：低楼层/41层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：暂无数据,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2785439927612219392.html,,"
        整租·华润国际社区 3室2厅 南              "
皇城公寓,"104.07354838572,30.660495538855",4800,房源维护时间：2021-06-09,,https://image1.ljcdn.com/rent-user-avatar/4d7c2b66-c662-4f35-8e7c-d210e72536b0.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/55f7f81e-807a-4dea-8ffa-3691a2021351.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/9ffd4cf4-8cea-4097-ae90-e21eafac163a.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/5788541f-b3c1-4edf-b1a8-3ca1e9b913a9.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/cc4867b0-7037-4774-bca7-6d6252a8da54.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/dece73d7-970c-4f41-8712-764b34ee6ed3.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/2f379318-3d5f-4f88-ba6b-b78f04343e1c.780x439.jpg,"基本信息,面积：65.00㎡,朝向：东南,维护：今天,入住：随时入住,楼层：15/24层,电梯：有,车位：免费使用,用水：民水,用电：民电,燃气：有,采暖：集中供暖,租期：1年,
                                                  ,看房：随时可看,
                                                  ",,,https://cd.lianjia.com/zufang/CD2702035317850390528.html,【如米公寓】作为成都品质整租公寓品牌，一直致力于提供更高品质的居住和服务体验。选择如米您将入住设计师精心打造的高颜值，高品质的精装公寓，享受到精细化，人性化的租后服务。【无中介费】【免费维修】【品牌家居家电】【智能门锁】【管家服务】如米公寓现已覆盖成都热门商圈，入驻100多个中高端楼盘，提供全系列房源，十多种装修风格，可满足多样化的居住需求；舒适、健康、安全，便捷，选择如米公寓就是选择品质生活。如米房源均为现场实拍图片，所见即所得，期待您的入住。,"
        整租·皇城公寓 1室1厅 东南              "
保利梧桐语,"103.998216,30.711229",2400,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_HN4bzQJKx.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_10l5rnj64.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_KW1MLHhuL.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_b8y4TCP3Z.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_sgBC4MzpQ.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_QVUgyTtum.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_OGKZ9uWHE.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_8lWghv2LN.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ioocG8aK8.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_vni4UECx2.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_THU2qCoiy.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_eD972wcPL.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：88.33㎡,朝向：东南,维护：3天前,入住：随时入住,楼层：中楼层/18层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2785469163882692608.html,,"
        整租·保利梧桐语 3室2厅 东南              "
北大资源燕楠国际三期,"103.942796,30.59772",3200,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc1_NTBLfjxvM.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_gKhKYFjIJ.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_8ckIOvt1R.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Y8p5OwJKx.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_hJ1LidITE.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_SlQ1KA3F2.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_JYNGXlTz2.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_SAVegMoSp.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_SD0pjurOj.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：120.00㎡,朝向：东,维护：3天前,入住：随时入住,楼层：高楼层/13层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：暂无数据,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2785307157657567232.html,,"
        整租·北大资源燕楠国际三期 3室1厅 东              "
水韵天府,"104.073664,30.725517",2500,房源维护时间：2021-06-09,,"https://image1.ljcdn.com/110000-inspection/pc0_DjLzfO24P_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Z4wGAEQY5_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_CM32dXMAv_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_FD4Z9Uq0o_1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://p.ljcdn.com/v0/hdic.t_s/hdic-frame/standard_a7386621-59fc-468b-8695-af195f9b23b9.png","基本信息,面积：117.00㎡,朝向：东,维护：今天,入住：随时入住,楼层：中楼层/18层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：暂无数据,租期：2年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2785454037284159488.html,【交通出行】小区出门就有公交车站，有16路、52路、59路等，距离小区1.8公里（来源百度地图）是1号线韦家碾站，距离小区800米（来源百度地图）是5号线洞子口站，出行方便，开车可以直接上3环和2.5环【周边配套】距离小区800米处有龙湖北城天街购物商场，楼上有卢米埃影院，楼下有永辉超市，在洞子口处有天悦汇美食街，休闲娱乐方便，小区门口就有菜市场，以及生鲜超市。【小区介绍】该小区是08年的商品房，共7栋，围合式，人车分流，小区内有幼儿娱乐设施和游泳池，绿化高，适合居住,"
        整租·水韵天府 2室2厅 东              "
润莱金座,"104.06465,30.557921",3500,房源维护时间：2021-06-08,,"https://image1.ljcdn.com/110000-inspection/pc0_TGQgUDmeX.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_HWzeKdIyf.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_ILb4zYHoR.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_afhF9SgL6.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ZCDQcjyKW.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Iyx2lQo0E.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：69.50㎡,朝向：南,维护：1天前,入住：随时入住,楼层：高楼层/19层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：暂无数据,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2784918524186075136.html,【房源亮点】房源亮点：户型方正，隔音效果好，客厅朝西。装修简单明了！生活配套齐全【交通出行】出行多路公交，地铁一号线世纪城站800米，开车出行益州大道直接上绕城高速，距离来源百度地图【周边配套】楼下有步行街绿地之窗楼下有小吃，餐饮店，东方希望天祥广场D5小吃街，生活配套齐全，还有桂溪生态公园，江滩公园，大源公园，世豪广场，伊藤洋华堂，银泰城，盒马鲜生,"
        整租·润莱金座 2室1厅 南              "
凯德风尚,"103.962503,30.676468",3000,房源维护时间：2021-06-09,,"https://image1.ljcdn.com/110000-inspection/pc0_ZHeMvzVRc.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Sg3EFKho4.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_RV0WAAMzY.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_MqgNgv7Gl.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_a8S2J8lg1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_mfWDZUC91.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_brMG6XOK7.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：96.10㎡,朝向：西,维护：今天,入住：随时入住,楼层：高楼层/19层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：2年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2785253146564231168.html,【装修描述】此房是业主自己装修，里面有冰箱、洗衣机、空调，家具家电齐，楼层适中，适合居家。【交通出行】有地铁4号线，万家湾公交站，步行可到达鹏瑞利广场，青羊万达广场，小区外面有共享单车。【周边配套】有鹏瑞利大型购物广场，青羊万达广场，妇女儿童医院，招商银行等，生活便利,"
        整租·凯德风尚 2室1厅 西              "
香月湖,"104.0642892767,30.56133949708",2250,房源维护时间：2021-05-11,,https://image1.ljcdn.com/rent-user-avatar/d39f7659-a708-4e85-876d-36016b186d33.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/82964538-db78-4dfa-8d47-1e5c0ab9f062.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/b9c6c503-8692-4736-b748-0e3cd09ad825.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/e890a290-9500-4887-970d-982df5c5f44a.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/e4033457-42de-44c8-81da-655a85804443.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/1c6d45f1-d925-41a8-866f-679206981cbd.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/8f05152c-e19a-45bf-86ba-d782d8e7123c.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/bc417e8e-5fe1-4197-8361-e8cb4290cec1.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/d8724476-9c25-47c1-9553-3536db60f931.780x439.jpg,"基本信息,面积：40.00㎡,朝向：东南,维护：29天前,入住：随时入住,楼层：12/16层,电梯：有,车位：租用车位,用水：商水,用电：商电,燃气：有,采暖：自采暖,租期：1~24个月,
                                                  ,看房：随时可看,
                                                  ",,,https://cd.lianjia.com/zufang/CD2703644511585968128.html,房屋无中介费，专属管家服务，贴心，放心，省心。租房更便宜，装修好，快来咨询我，带您看房！1、地铁：附近地铁：距1号线18号线世纪城站700m2、公交：周边公交：吉瑞四路西：243m;益州大道盛邦街口站：290m;吉庆二路：349m;益州大道天府二街口站：359m;吉瑞二路：370m3、商业：周围商店：航天·城上城销售中心：252m;哥谭广场：426m4、餐饮：餐饮：龙瑞茗品：17m;橘下咖啡：23m;加贝鲜生：56m;鹿角巷THEALLEY:109m;鹿角巷饮品店：117m5、小区简介：高端品质公寓，交通便利，管理完善。6、室内配置：配备品牌家具家电、配套床垫、抱枕、台灯、桌椅、衣柜、空调、洗衣机、冰箱和宽带。7. 户型：南北通透。采光通风性好。8. 居住人群：18-35岁的青年人群.有正当职业的上班族,"
        整租·香月湖 1室1厅 东南              "
